3.777179774999999751e+01,-1.224073896000000019e+02
3.777119677777780282e+01,-1.224087996666669937e+02
3.777743629999999797e+01,-1.224096554275020026e+02
3.777743629999999797e+01,-1.224096554275020026e+02
3.777681820000000101e+01,-1.224106270000000052e+02
3.777678110000000089e+01,-1.224106797999999969e+02
3.777506875000000264e+01,-1.224155070624999979e+02
3.777567510000000084e+01,-1.224125733999999994e+02
3.777209710000000342e+01,-1.224104295000000064e+02
3.777565479310339924e+01,-1.224152783793099957e+02
3.777405146190489660e+01,-1.224176104943339993e+02
3.778155439999999743e+01,-1.224095882999999958e+02
3.776723249999999865e+01,-1.224124314000000027e+02
3.776965926666670015e+01,-1.224222409333330006e+02
3.776970513333329649e+01,-1.224222454666669933e+02
3.776975099999999941e+01,-1.224222500000000053e+02
3.776672622448980121e+01,-1.224036027959180046e+02
3.776679681632649732e+01,-1.224026486326529977e+02
3.776890996969699899e+01,-1.224179410606059974e+02
3.776890996969699899e+01,-1.224179410606059974e+02
3.776890996969699899e+01,-1.224179410606059974e+02
3.777716291836730278e+01,-1.224085121020410014e+02
3.777571629999999914e+01,-1.224102302000000009e+02
3.778112654545449800e+01,-1.224041940909090016e+02
3.777249332142859828e+01,-1.224211104285709979e+02
3.777249332142859828e+01,-1.224211104285709979e+02
3.777249332142859828e+01,-1.224211104285709979e+02
3.777989493877549876e+01,-1.224057497346939982e+02
3.777989493877549876e+01,-1.224057497346939982e+02
3.777978408163269819e+01,-1.224061820204079964e+02
3.778045124999999871e+01,-1.223942596112109982e+02
3.777050549999999873e+01,-1.224047285999999986e+02
3.777707345000000316e+01,-1.224123333499999973e+02
3.778708590000000100e+01,-1.224038287000000054e+02
3.778594470000000172e+01,-1.224052961000000010e+02
3.777841108333330311e+01,-1.224027760833329950e+02
3.778070187096769672e+01,-1.224057953225809996e+02
3.776519759183670288e+01,-1.223942962653059965e+02
3.775044690000000003e+01,-1.223955294000000009e+02
3.777964930000000265e+01,-1.224016897742829997e+02
3.778070989999999796e+01,-1.223950877000000048e+02
3.776373071428569972e+01,-1.223947917142860007e+02
3.777854466666669708e+01,-1.223940753333330065e+02
3.778401010000000326e+01,-1.223945199000000059e+02
3.778193239130430214e+01,-1.223949221304350061e+02
3.778115144444439721e+01,-1.223962036666670059e+02
3.777647859999999724e+01,-1.224019897999999955e+02
3.778045124999999871e+01,-1.223942596112109982e+02
3.777562439999999810e+01,-1.223993449780700047e+02
3.778363454545449684e+01,-1.223961635454549963e+02
3.778075299999999714e+01,-1.223905630000000002e+02
3.777669879999999836e+01,-1.224021074181959960e+02
3.777663623076919919e+01,-1.224019151538460051e+02
3.777644099999999838e+01,-1.224021630000000016e+02
3.778053934736559683e+01,-1.224031862129059931e+02
3.777845899999999801e+01,-1.224024220000000014e+02
3.777845899999999801e+01,-1.224024220000000014e+02
3.777897303846150123e+01,-1.224048754230770015e+02
3.777721580000000046e+01,-1.224070698000000021e+02
3.777635269999999679e+01,-1.223964162999999985e+02
3.778177015020249740e+01,-1.224110920130490001e+02
3.778177015020249740e+01,-1.224110920130490001e+02
3.778177015020249740e+01,-1.224110920130490001e+02
3.778177015020249740e+01,-1.224110920130490001e+02
