4.759651399999999910e+01,-1.223242845999999986e+02
4.759969379999999717e+01,-1.223326902999999959e+02
4.760409080000000159e+01,-1.223323562000000067e+02
4.760409080000000159e+01,-1.223323562000000067e+02
4.759898736842099964e+01,-1.223314583947369982e+02
4.759898736842099964e+01,-1.223314583947369982e+02
4.759898736842099964e+01,-1.223314583947369982e+02
4.760344460000000311e+01,-1.223338511000000040e+02
4.760344460000000311e+01,-1.223338511000000040e+02
4.760302614999999804e+01,-1.223336539664960014e+02
4.760302614999999804e+01,-1.223336539664960014e+02
4.759955120000000051e+01,-1.223313650999999993e+02
4.759955120000000051e+01,-1.223313650999999993e+02
4.760579609999999917e+01,-1.223301411999999999e+02
4.760579609999999917e+01,-1.223301411999999999e+02
4.760579609999999917e+01,-1.223301411999999999e+02
4.759951499999999669e+01,-1.223351394999999968e+02
4.759951499999999669e+01,-1.223351394999999968e+02
4.759951499999999669e+01,-1.223351394999999968e+02
4.760424439999999890e+01,-1.223330167000000017e+02
4.760424439999999890e+01,-1.223330167000000017e+02
4.760424439999999890e+01,-1.223330167000000017e+02
4.760789179999999732e+01,-1.223282073999999966e+02
4.760789179999999732e+01,-1.223282073999999966e+02
4.761016544999999667e+01,-1.223220667467989955e+02
4.761016544999999667e+01,-1.223220667467989955e+02
4.760542070000000336e+01,-1.223333312117329967e+02
4.760542070000000336e+01,-1.223333312117329967e+02
4.760542070000000336e+01,-1.223333312117329967e+02
4.760331539999999961e+01,-1.223352581000000043e+02
4.760340750000000298e+01,-1.223353309999999965e+02
4.760337465306120208e+01,-1.223351772244899962e+02
4.760348044999999928e+01,-1.223328128790620042e+02
4.760348044999999928e+01,-1.223328128790620042e+02
4.760348044999999928e+01,-1.223328128790620042e+02
4.760203479999999843e+01,-1.223274293000000057e+02
